id,_fivetran_synced,active,alias,authenticity_token,chat_only,created_at,details,email,external_id,last_login_at,locale,locale_id,moderator,name,notes,only_private_comments,organization_id,phone,remote_photo_url,restricted_agent,role,shared,shared_agent,signature,suspended,ticket_restriction,time_zone,two_factor_auth_enabled,updated_at,url,verified
1111,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:55:12,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,Arthur Agent,,f,370326203233,,,t,agent,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:55:12,https://fivetran1813.zendesk.com/api/v2/users/403958466973.json,t
2222,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:41:37,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,Earnest End User,,f,370297696174,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:41:37,https://fivetran1813.zendesk.com/api/v2/users/403969371634.json,t
403957746773,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:35:14,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370319191913,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:35:15,https://fivetran1813.zendesk.com/api/v2/users/403957746773.json,t
403970285734,2020-03-05 05:03:34.208,t,,,f,2020-02-26 23:07:41,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370326203233,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 23:07:41,https://fivetran1813.zendesk.com/api/v2/users/403970285734.json,t
403969943274,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:57:51,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370326203233,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:57:52,https://fivetran1813.zendesk.com/api/v2/users/403969943274.json,t
403959084893,2020-03-05 05:03:34.208,t,,,f,2020-02-26 23:14:08,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370326207973,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 23:14:08,https://fivetran1813.zendesk.com/api/v2/users/403959084893.json,t
403969141074,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:34:41,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370319212353,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:34:41,https://fivetran1813.zendesk.com/api/v2/users/403969141074.json,t
403957960093,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:41:37,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370331279213,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:41:38,https://fivetran1813.zendesk.com/api/v2/users/403957960093.json,t
403969141094,2020-03-05 05:03:34.208,t,,,f,2020-02-26 22:34:41,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370319212353,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 22:34:41,https://fivetran1813.zendesk.com/api/v2/users/403969141094.json,t
403959218893,2020-03-05 05:03:34.208,t,,,f,2020-02-26 23:18:06,,example@email.com,,2023-02-26 22:55:12,en-US,1,f,John Doe,,f,370326130213,,,t,end-user,f,f,,f,requested,Pacific Time (US & Canada),f,2020-02-26 23:18:06,https://fivetran1813.zendesk.com/api/v2/users/403959218893.json,t
