tracking_number,bin,approved_date,filing_representative_business_name,applicant_business_address,applicant_last_name
286039058,3011576,2025-05-02T00:00:00.000,BASIC GROUPS CORP,"174 AVENUE S, FL GRD",BARBA
526625836,1091728,2022-09-28T00:00:00.000,JM ZONING,13-15 WEST 54TH STREET,SILVERSTEIN
495124047,3428888,2025-09-26T00:00:00.000,JENNY FLORES EXPEDITING,233-08 LINDEN BLVD,GAMBA
614702600,1017005,2025-05-20T00:00:00.000,,9218 219TH STREET,CAO
522634297,4120457,2025-04-07T00:00:00.000,,124-15 METROPOLITAN AVE,MAHANGU
120101774,1009275,2024-07-11T00:00:00.000,RIGID STRUCTURAL DESIGN,41-08 BERRIAN BLVD,CERINA
390691134,1014732,2025-01-27T00:00:00.000,"ARCHETYPE CONSULTANTS, INC.",200 MADISON AVE STE 2109,SULLIVAN
162888938,1064294,2024-04-30T00:00:00.000,,14850 86TH AVENUE FLOOR 1,SINGH
211210486,3006960,2021-06-15T00:00:00.000,JACK JAFFA AND ASSOCIATES,40-39 235TH STREET,KWON
901226977,3021513,2019-09-20T00:00:00.000,SAFE RISE CONSTRUCTION,155 S. MOUNTAIN ROAD,CALLAGHAN
329191245,1001084,2024-09-18T00:00:00.000,,"37 W 37TH STREET, 6TH FLR",CATANEO
253050963,3002118,2025-08-07T00:00:00.000,,"278 COLONY AVE, SUITE 3",KAZIU
163420220,4624972,2023-12-22T00:00:00.000,PR,149-33 ROOSEVELT AVENUE,LIN
903048950,3424477,2024-09-18T00:00:00.000,,29-10 120TH STREET,NOTIAS
538590749,1033604,2024-04-09T00:00:00.000,,60 BAYARD STREET,JAWORSKI
693866159,1008425,2025-04-29T00:00:00.000,,"655 THIRD AVENUE, 10TH FLOOR",CLUNE
588613101,3327832,2023-04-13T00:00:00.000,,53-28 11TH STREET 2ND FL,KAUR
211210486,3006960,2021-06-15T00:00:00.000,JACK JAFFA AND ASSOCIATES,40-39 235TH STREET,KWON
208770527,1048344,2024-10-29T00:00:00.000,CCM Consulting Group,26-50 BQE WEST SUITE 2,GAJUREL
866059146,5175418,2025-02-05T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
613190852,5176965,2025-04-11T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
288244675,1090830,2025-06-18T00:00:00.000,,12-15 37TH AVENUE,GERAKARIS
336760091,4044830,2023-08-15T00:00:00.000,,13724 KALMIA AVE,YIN
307546196,5003820,2025-07-08T00:00:00.000,ISLAND ENGINEERING ASSOCIATES,164 FAIRVIEW AVENUE,PISTILLI
8.67361064E+8,3162317,2025-04-11T00:00:00.000,"IDA GALEA, ARCHITECT","547 80TH STREET, 1ST FLOOR",ALCANTARA
868361366,1082654,2025-12-02T00:00:00.000,,457 FDR DR STE A1901,FOTI
268192620,4021800,2025-04-09T00:00:00.000,MK EXP,79-14 19TH ROAD 2ND FL,BARBAGIANNIS
463228117,3062080,2024-09-13T00:00:00.000,,53-28 11TH STREET 2ND FL,SINGH
766993668,1080228,2025-03-21T00:00:00.000,CodeGreen,"270 MADISON AVENUE, 7TH FLOOR",PETRETTI
823673489,3026731,2025-03-06T00:00:00.000,,36-14 11TH STREET,RIZOS
751705418,3018058,2025-05-15T00:00:00.000,LYON CONSULTING INC.,20-11 COLLEGE POINT BLVD,WASSERMAN
768720614,3427460,2023-11-03T00:00:00.000,,81-15 MYRTLE AVENUE,DIFALCO
229922193,1078030,2022-01-24T00:00:00.000,WDF INC,"144 EAST 44TH STREET, 8TH FL",ROMAGNOLI
392158452,1009098,2025-04-15T00:00:00.000,,102 WILLIAMS AVENUE,ROCKHILL
12628696000.00%,1089434,2021-10-07T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
324120042,1051380,2025-06-04T00:00:00.000,,60 COVERLY AVE,DIKA
735294503,3429272,2023-05-15T00:00:00.000,,29-10 120TH STREET,NOTIAS
604613088,1047958,2025-08-05T00:00:00.000,LLG PLUMBING AND HEATING INC,1178 EAST 180TH STREET,SHLLAKU
44988825600.00%,3426897,2023-05-25T00:00:00.000,,989 EAST 35TH STREET,KREPA
305219145,1010928,2022-05-04T00:00:00.000,SYNERGY BUILDING CONSULTANTS,41-08 BERRIAN BLVD,CERINA
428394030,1017122,2025-02-06T00:00:00.000,MILROSE CONSULTANTS,200 MADISON AVE STE 2109,SULLIVAN
969667283,1001018,2025-02-28T00:00:00.000,"EA DESIGN GROUP, INC.",725 FIFTH AVE 26TH FLOOR,LAFIOSCA
435025132,3005262,2024-05-30T00:00:00.000,"EC BUILDING CONSULTANTS, INC.",702 PUTNAM AVENUE UNIT. 2,COBURN
530627830,3014856,2024-11-19T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
723189945,1008425,2025-04-30T00:00:00.000,,"655 THIRD AVENUE, 10TH FLOOR",CLUNE
104170267,3077486,2022-12-02T00:00:00.000,ISTAY CONSULTING LLC,60 COVERLY AVE,DIKA
13349106200.00%,5177153,2025-06-23T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
706296735,1081114,2022-06-02T00:00:00.000,,30 PEKOLA TERRACE,PAJA
225408593,2005093,2023-05-08T00:00:00.000,,135-53 NORTHERN BLVD #2B,DEALMEIDA
287009423,4625182,2025-11-28T00:00:00.000,"Norton Mechanical II Inc.,",162-07 SANFORD AVENUE,NORTON
194267304,3044442,2025-12-08T00:00:00.000,,"122-17 18 AVE,1ST FL UNIT STORE",SANGIRAY
749126574,3816616,2025-07-16T00:00:00.000,"SEVERINO ASSOCIATES, INC",85-01 79TH STREET,VERDUGO
979014567,5175404,2025-11-21T00:00:00.000,EXPEDIA CONSULTING,96 INDUSTRIAL LOOP #1,MCERLEAN
865040734,5130986,2021-04-05T00:00:00.000,"KM ASSOCIATES OF NY, INC.",95 WEST NYACK WAY,KOLLER
188825015,3124075,2022-08-30T00:00:00.000,SYNERGY BUILDING CONSULTANTS,970 COLGATE AVENUE,O'FARRELL
776392143,1016286,2022-07-11T00:00:00.000,KM ASSOCIATES OF NEW YORK,200 MADISON AVE STE 2109,SULLIVAN
1.97413570E+8,5174983,2025-08-29T00:00:00.000,Sunrun,775 FIERO LN STE 200,JOYCE
115295034,2015580,2023-10-27T00:00:00.000,AE DESIGN SOLUTION INC.,3537 36TH STREET,KELLIS
561093585,3002024,2023-12-12T00:00:00.000,,81-15 MYRTLE AVENUE,DIFALCO
697852444,1000828,2023-10-04T00:00:00.000,,555 LONGFELLOW AVENUE,AMRHEIN
8.74870387E+8,3069994,2025-05-09T00:00:00.000,,9 COLEMAN SQUARE 1ST FL,WHELAN
332417326,2005093,2023-05-08T00:00:00.000,,"35-06 FARRINGTON STREET, 1ST FL",HSU
912522473,1035477,2025-08-14T00:00:00.000,,59-24 57TH STREET,PINHO
702586803,3010926,2021-04-05T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
505627766,4177219,2025-12-09T00:00:00.000,,3096 B HAMILTON BLVD,Makar
450446567,1022678,2025-08-07T00:00:00.000,LOUIS STRIAR INC.,828 6TH AVENUE 2ND FLOOR,SOLDO
858278364,1085975,2024-10-18T00:00:00.000,IBUILD CONSULTING LLC,"33-70 PRINCE STREET, #217",LI
494226712,3342360,2025-10-06T00:00:00.000,Sunrun,775 FIERO LN STE 200,JOYCE
582136083,1015805,2025-02-18T00:00:00.000,MILROSE CONSULTANTS LLC,77-23 66TH RD,O'BRIEN
332354419,2055829,2021-05-19T00:00:00.000,LEDER-LUIS ARCHITECTURAL  DESIGN,2543 CRUGER AVENUE,KUBUROVIC
685507066,2057670,2025-07-02T00:00:00.000,,"1455 49TH STREET, SUITE 1C",TISHLER
823723972,3002736,2024-07-08T00:00:00.000,,"18-17 130TH STREET, FL 1",DUMITRIU
119804376,1035427,2025-04-18T00:00:00.000,KTC DESIGN GROUP INC.,2942 BRIGHTON 1ST STREET,MUHAMMAD
551279955,2079253,2025-01-13T00:00:00.000,,776 MORRIS PARK AVENUE,EURICH
711094660,3036567,2024-03-06T00:00:00.000,,95 JERSEY STREET,SUSI
201544729,3107347,2025-01-29T05:00:00.000,,4-05 26TH AVENUE,SANSEVERINO
290853572,1091671,2025-08-26T00:00:00.000,,2260 HOLLERS AVE,CASHER
962494887,3198080,2023-12-04T00:00:00.000,,12203 14TH AVENUE,CHEN
190412781,1076193,2024-09-12T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
496454716,4108310,2024-10-15T00:00:00.000,,5743 LITTLE NECK PKWY,POLISENO
649140152,3335858,2025-07-01T00:00:00.000,MUNICIPAL BUILDING CONSULTANTS,"250 WEST 103RD STREET, 4C",WINICK
667159642,1014387,2025-11-24T00:00:00.000,BLUEWATER PLUMBING & HEATING INC,63-17 METROPOLITAN AVENUE,MACALUSO
238570711,1089323,2025-03-31T00:00:00.000,MILROSE CONSULTANTS,"44 WEST 28TH STREET, 11TH FL",MOUNT
382708615,4210483,2024-11-22T00:00:00.000,,2708 BELCHER STREET,RAMANAND
853973683,3002591,2024-12-19T00:00:00.000,,31-70 COLLEGE POINT BLVD,PRODROMAKIS
210014708,3048838,2025-09-11T00:00:00.000,,"199 LEE AVENUE, SUITE 785",FISCHER
575179665,2130587,2022-06-01T00:00:00.000,,600 ELLSWORTH AVENUE,CAREY
756197362,1001020,2022-10-12T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
994226922,4624314,2025-09-24T00:00:00.000,BOHLER ENGINEERING,"44 SOUTH BROADWAY,SUITE 1003",EDGAR
189050155,1012256,2025-11-21T00:00:00.000,,2060 ANTIN PLACE,REILLY
551592861,5095818,2025-04-23T00:00:00.000,,500 OLDBETHPAGE ROAD,ROMANO
184280897,3014856,2025-06-20T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
551062532,1035725,2025-02-25T00:00:00.000,,"102 MADISON AVENUE, 9TH FLOOR",GALLIN JR
911510284,1001352,2023-05-30T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
619901433,3331327,2025-02-13T00:00:00.000,MARGUERITE CONNELLY YOUR EXPEDITER,2683 E 26TH STREET 3RD FLOOR,MUJKO
842376060,2005093,2023-05-08T00:00:00.000,,135-53 NORTHERN BLVD #2B,DEALMEIDA
218232393,2016883,2024-05-06T00:00:00.000,PEREXPERTS@GMAIL.COM,255 BRONX RIVER RD 3K,LOPEZ
970076996,1080679,2025-07-29T00:00:00.000,,132 WEST 31ST STREET 4TH FL,SPANO
381231963,1007999,2025-08-07T00:00:00.000,,132 WEST 31ST STREET 4TH FL,SPANO
155751840,1000821,2023-04-27T00:00:00.000,NORTHEAST SERVICE INTERIORS,60-31 56TH STREET,CALIENDO
421354348,3005067,2025-03-18T00:00:00.000,FIRST CHOICE HOUSING LLC,94-16 CORONA AVENUE,GAVILANES
426267700,4311899,2024-12-24T00:00:00.000,BAY RESTORATION CORP.,32-47 62 STREET,BANAGOS
828084800,1007942,2025-01-29T00:00:00.000,"WILLIAM VITACCO ASSOCIATES, LTD",200 MADISON AVE STE 2109,SULLIVAN
420727539,5175457,2025-03-06T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
978256239,1023165,2024-02-26T00:00:00.000,,56-10 NURGE AVE,CALIENDO
439485554,4029971,2024-01-05T00:00:00.000,TRADITIONAL WATERPROOFING & RESTORA,25-21 49TH STREET,MILLAN
262240046,1086071,2024-03-08T00:00:00.000,,"405 LEXINGTON AVENUE, FLOOR 9",MJERASHAJ
677297050,1082118,2025-06-03T00:00:00.000,,106-07 NORTHERN BOULEVARD,LANDOLFI JR
483519176,1065045,2025-09-04T00:00:00.000,,323 EAST 65TH STREET,MASSINA
367979389,3429640,2025-08-08T04:00:00.000,,152-32 ROCKAWAY BLVD,HARRIS JR
958291592,2004797,2024-10-25T00:00:00.000,,2295 WASHINGTON AVE,RACIBORSKI
784642882,2079253,2024-07-30T00:00:00.000,,18 HUNTER PLACE,AHL
925761840,2064471,2024-09-25T00:00:00.000,,500 OLDBETHPAGE ROAD,ROMANO
744184837,4260401,2025-01-17T00:00:00.000,NY State Solar LLC,385 WEST JOHN STREET UNIT 100,GARTON
397350302,1016226,2023-12-28T00:00:00.000,,442 EAST 148TH STREET,RODRIGUEZ
137870061,5177121,2025-10-03T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
5.33953807E+8,4058422,2025-09-15T00:00:00.000,,6 COUNTRY LANE,PETERSEN
697661808,2013455,2021-04-29T00:00:00.000,FIRST CHOICE HOUSING LLC,94-16 CORONA AVENUE,GAVILANES
346897972,3003141,2023-11-01T00:00:00.000,,1094 UTICA AVENUE,MILLETTE
747132681,1016286,2025-08-12T00:00:00.000,"OUTSOURCE CONSULTANTS, INC.",200 MADISON AVE STE 2109,SULLIVAN
822531943,2084410,2025-04-10T00:00:00.000,,284 E. 236TH STREET,MULLIGAN
466774413,3003482,2025-05-19T00:00:00.000,,2113 WILLIAMSBRIDGE ROAD,VULAJ
580756162,4251048,2025-06-26T00:00:00.000,,236 JERICHO TPKE,DAVYDOV
634380557,5006087,2025-06-25T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
866059146,5175418,2025-02-05T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
529703613,1078030,2022-01-24T00:00:00.000,WDF INC,656 EAST 133RD STREET,ROMAGNOLI
173456835,3101290,2024-11-21T00:00:00.000,,95 JERSEY STREET,SUSI
868530929,1034815,2025-05-06T00:00:00.000,,25 MELVILLE PARK ROAD,ZERVAS
692675690,1016034,2024-12-18T00:00:00.000,"RETHY ASSOCIATES, INC.",13-15 WEST 54TH STREET,SILVERSTEIN
709784329,4538255,2021-06-11T00:00:00.000,LGML GROUP,62-04 60TH PLACE,REID
371042542,3036565,2023-11-16T00:00:00.000,,95 JERSEY STREET,SUSI
260625212,1036205,2024-08-08T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
666330344,1048289,2025-08-05T00:00:00.000,,"37 W 37TH STREET, 6TH FLR",CATANEO
540228114,1007563,2025-09-09T00:00:00.000,LOUIS STRIAR INC.,165B INDUSTRIAL LOOP,DE MARCO
738714321,1009706,2024-08-14T00:00:00.000,BOHLER ENGINEERING,642 OUTWATER LANE,SALAMEH
831478066,1035071,2024-12-23T00:00:00.000,SANDEEP GUNNALA ENGINEERING PLLC,48 WEST 38TH STREET 9TH FL,FITZGERALD
176824509,2011710,2022-11-01T00:00:00.000,JM ZONING,423 W 127TH STREET 6TH FLOOR,GLUCK
986793111,4439898,2025-04-03T00:00:00.000,"OUTSOURCE CONSULTANTS, INC.",323 EAST 65TH STREET,MASSINA
802338545,5054557,2022-12-23T00:00:00.000,"AK CONSULTING SERVICES, INC",5702 3RD AVENUE,BOUROUDIS
218141534,2001084,2024-07-01T00:00:00.000,GEORGE E. BERGER & ASSOCIATES,184 N. 8TH STREET,PAPAMICHAEL
895232062,1083859,2025-10-03T00:00:00.000,MUNICIPAL BUILDING CONSULTANTS,"250 WEST 103RD STREET, 4C",WINICK
748491501,1043975,2025-07-22T00:00:00.000,,500 OLDBETHPAGE ROAD,ROMANO
542972568,2055829,2021-05-19T00:00:00.000,LEDER-LUIS ARCHITECTURAL  DESIGN,1513 BEACH AVENUE,RAMSAMUJH
617606525,3036875,2023-11-17T00:00:00.000,,95 JERSEY STREET,SUSI
160270985,3430136,2023-12-19T00:00:00.000,JM ZONING,200 VESEY STREET 24TH FLOOR,FARVID
996276529,4871421,2025-06-23T00:00:00.000,,85-01 79TH STREET,VERDUGO
808798900,1011094,2023-10-23T00:00:00.000,,"450 7TH AVENUE, SUITE 506",MITCHELL
453685831,1008454,2025-05-01T00:00:00.000,"KM ASSOCIATES OF NEW YORK, INC.","350 5TH AVENUE, SUITE 5500",STRAUSS
850076572,4257368,2024-12-23T00:00:00.000,,3096 B HAMILTON BLVD,Makar
235586031,3101024,2025-07-23T00:00:00.000,,500 DEKALB AVE SUITE 408,MEHRING
518821391,3002558,2022-08-26T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
255568884,2011888,2025-08-18T00:00:00.000,"JAM CONSULTANTS, INC.",87 LAFAYETTE AVE,HAMILTON
161217506,5062096,2025-07-28T00:00:00.000,KAMTECH RESTORATION CORP,203 SHERIDAN BLVD,KAMINSKI
271018025,3426897,2023-04-19T00:00:00.000,WILLIAM VITACCO ASSOCIATES,"45 MAIN STREET, 12TH FLOOR",ALBANESE
966205066,5176038,2025-01-13T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
181337685,2115419,2025-12-01T00:00:00.000,,24 HILLEL PLACE,POPACK
964831425,4207510,2022-01-21T00:00:00.000,,12-11 REDFERN AVENUE,KELLEHER
782665469,3021513,2019-09-20T00:00:00.000,,1153 UDALL ROAD,ROSA
905299636,3078479,2025-01-23T00:00:00.000,,124-15 METROPOLITAN AVE,MAHANGU
228206384,1002393,2025-08-15T00:00:00.000,,"33-70 PRINCE STREET, #217",LI
138069100,1078651,2021-03-08T00:00:00.000,FOURTH STREET DESIGN BUILD LLC,"460 PARK AVE S, FLOOR 12",BROWN
957651672,2090508,2025-08-12T00:00:00.000,BLACK HAT EXPEDITING INC.,565 BARRY STREET#D,MOORE
308326443,4224333,2025-07-17T00:00:00.000,,218-09 HARTLAND AVE,RASULEV
613190852,5176965,2025-04-11T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
330141290,1078436,2024-08-02T00:00:00.000,CROWN DESIGN & CONSULTING,27 LIBELLA COURT,SMITH
851612168,3067083,2025-01-14T00:00:00.000,"BIG ORANGE EXPEDITING, INC.",610 MANHATTAN AVE,ROSTEK
749126574,3816616,2025-07-16T00:00:00.000,"SEVERINO ASSOCIATES, INC",85-01 79TH STREET,VERDUGO
650609614,3006933,2024-08-01T00:00:00.000,HTX BUILDING CONSULTING,4018 BELLBLVD. SUITE 3N,MERCADO JR
867225448,1062991,2024-10-16T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
137870061,5177121,2025-10-03T00:00:00.000,,1357 HUGUENOT AVENUE,FARINA
911253572,2001084,2024-07-02T00:00:00.000,GEORGE E. BERGER & ASSOCIATES,184 N. 8TH STREET,PAPAMICHAEL
387547427,1000006,2023-02-03T00:00:00.000,MUNICIPAL BUILDING CONSULTANTS,545 EIGHTH AVENUE #640,NORBERG
505827116,3058327,2024-03-25T00:00:00.000,AE DESIGN SOLUTION INC.,417 MYRTLE AVE SUITE 14,GAZHELI
977691220,1009386,2025-04-01T00:00:00.000,"MICHAEL ZENREICH ARCHITECT, PC",640 SAW MILL RIVER ROAD,WARRINGTON
208185137,2017336,2025-04-01T00:00:00.000,XPDITE GROUP LLC (104),55 HARRISON AVE #3,HOFFMAN
265308055,1000874,2025-06-13T00:00:00.000,,53-75 65 PLACE,MURRAY
714885310,3023301,2024-06-20T00:00:00.000,FIRST CHOICE HOUSING LLC,2237 WEBSTER AVENUE,SIGNORE
555280566,1048289,2025-07-28T00:00:00.000,,"37 W 37TH STREET, 6TH FLR",CATANEO
307546196,5003820,2025-07-08T00:00:00.000,ISLAND ENGINEERING ASSOCIATES,164 FAIRVIEW AVENUE,PISTILLI
195084488,1071159,2025-06-02T00:00:00.000,MARYCLARE NEPOGODA,27 LIBELLA COURT,SMITH
163420220,4624972,2023-12-22T00:00:00.000,PR,149-33 ROOSEVELT AVENUE,LIN
370246560,1091759,2025-06-03T00:00:00.000,A1 EXPEDITING SERVICE CORP.,700 COMMERCIAL AVENUE,OH
925291897,4270036,2022-08-08T00:00:00.000,,33-24 NORTHERN BLVD FL 5TH,AHMED
906821489,3429917,2025-06-12T00:00:00.000,,670 MYRTLE AVENUE STE#403,RETEK
957715294,4211027,2023-12-22T00:00:00.000,,"6202 17TH AVENUE, 1ST FLOOR",WILSON
385579438,1081146,2025-08-06T00:00:00.000,,200 MADISON AVE STE 2109,SULLIVAN
160776681,1014731,2025-02-27T00:00:00.000,"ARCHETYPE CONSULTANTS, INC.",200 MADISON AVE STE 2109,SULLIVAN
588388157,4303891,2023-09-22T00:00:00.000,,320 PENINSULA BLVD,PINCHASOV
612364930,3067083,2025-06-03T00:00:00.000,"BIG ORANGE EXPEDITING, INC.",610 MANHATTAN AVE,ROSTEK
502849317,3176971,2025-12-09T00:00:00.000,,7218 16TH AVENUE,HE
589557027,5013122,2025-09-16T00:00:00.000,SUNRUN INSTALLATION SERVICES,775 FIERO LN STE 200,JOYCE
890723610,3054155,2025-02-13T00:00:00.000,EASTERN ELITE INC,565 BARRY STREET#D,MOORE
739472601,3396000,2025-08-22T00:00:00.000,"BIG ORANGE EXPEDITING, INC.",610 MANHATTAN AVE,ROSTEK
882131786,3165955,2024-10-24T00:00:00.000,,7218 16TH AVENUE,HE
39886885400.00%,3062080,2024-09-13T00:00:00.000,,53-28 11TH STREET 2ND FL,SINGH
779359556,3392969,2023-04-06T00:00:00.000,JENNY FLORES EXPEDITING,11 LINCOLN AVE,DIMINO
346234337,2005093,2023-05-08T00:00:00.000,,135-53 NORTHERN BLVD #2B,DEALMEIDA
903711691,4311899,2025-02-26T00:00:00.000,BAY RESTORATION CORP.,32-47 62 STREET,BANAGOS
207669516,5015008,2024-12-17T00:00:00.000,,112 BURDEN.AVENUE,TARANTO
245562617,1082726,2023-07-17T00:00:00.000,BEAM LIVING,"420-C EAST 111TH STREET,GR FL",CONTRERAS
164712177,1043862,2024-05-06T00:00:00.000,"UPRIGHT EXPEDITERS, INC.",353 LEXINGTON AVENUE 17TH FL,SIMONE
511041202,5130986,2021-04-05T00:00:00.000,"KM ASSOCIATES OF NY, INC.",95 WEST NYACK WAY,KOLLER
345630582,3036565,2023-11-16T00:00:00.000,,95 JERSEY STREET,SUSI
306955969,4112319,2019-07-15T00:00:00.000,,"39-15 MAIN STREET, 308",WU
757031587,2016883,2024-05-06T00:00:00.000,PEREXPERTS@GMAIL.COM,255 BRONX RIVER RD 3K,LOPEZ
849999662,4439394,2021-10-04T00:00:00.000,,2969 STATE ROUTE 23,BARR
119378645,1008681,2025-03-05T00:00:00.000,SHALAT ARCHITECTS P.C.,122 E 57TH STREET ROOM 4R,SETHI
277407325,1033653,2025-12-01T00:00:00.000,ZASKORSKI & ASSOCIATES ARCHITECTS,287 WALTON AVE,HOLSAPPLE
688920124,3083134,2020-09-28T00:00:00.000,XINOS CONSTRUCTION CORP.,110-32A 15TH. AVENUE,IKSINO
421852797,1063703,2024-02-28T00:00:00.000,"J.M.V. ASSOCIATES, LLC",233-08 LINDEN BLVD,GAMBA
298832648,2096657,2024-01-17T00:00:00.000,OUTSOURCE CONSULTANTS,76-02 21ST AVENUE,ORDAS
107504941,3059073,2025-04-24T00:00:00.000,MUNICIPAL BUILDING CONSULTANTS,72-38 67TH PLACE,FLUSNIAK
744854419,2017336,2025-04-11T00:00:00.000,XPDITE GROUP LLC (104),55 HARRISON AVE #3,HOFFMAN
