id,name,modified_time,ad_group_id,match_type,status
83700472809464, +etl +Cool Keywords,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809445, +etl +Keywoooords,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809436, +etl +Get Clicks,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809461, +etl +Clickme,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809486, +etl +Gimme Clicks,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809479, +etl +Cooler Keywords,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809435, +etl +Fivetran Rocks,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809438, +etl +Pet Rock,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809462, +etl +Clickclickclick,2019-04-18T13:46:02.267Z,1339205395433736,Broad,Active
83700472809470,+tech +product +launch,2021-08-01T11:00:00.000Z,1350000001111111,Broad,Active
83700472809471,+product +features,2021-08-01T11:00:00.000Z,1350000001111111,Phrase,Active
83700472809472,+marketing +automation,2021-08-01T12:00:00.000Z,1350000001111113,Broad,Active
83700472809473,+retargeting +ads,2021-08-02T11:00:00.000Z,1350000001111114,Exact,Active
